x,y,char
15.872381225259314,24.103717752846205, 
19.31275008967407,22.075296597998552,e
6.165322863383837,28.226476682315432,a
7.131857278321429,6.626558066922822,n
0.7252276871602628,15.986544864252492,K
19.539301967636113,20.0441252855828, 
20.845076251962624,18.291342598060563,e
8.889905900094929,33.7850762846649,c
-0.6796973106801172,14.575960203333526,u
6.3130633477012035,29.809478216901155,i
3.0392076221884468,8.379478057722002,e
18.38934814781972,24.92179400343103, 
6.533995578584176,10.302737431540981,r
5.00943168457673,26.84584306095469,p
-1.7290636095408876,16.62982897949617,t
2.0812337672952728,17.57348634469686,a
3.91863796731048,18.867605330455284, 
19.59289926830527,19.933394419400827,a
5.727416211643435,30.535116850948068,o
4.006994955803533,33.139101707118336,l
-2.419683796399721,15.966508029741039,i
4.156247378222551,34.165191857563954,y
6.881589088539691,10.616774488895697,F
17.77392906331774,20.428168304413628,t
19.122912649107004,24.984701805200146,n
3.3436386004287044,16.45325069911881,s
6.862131869230813,34.00461161508518,y
9.72285077102975,26.35731597822376,b
20.40104103517796,23.831857732822126,e
4.366839484571184,8.828604733117569,n
-1.051301395378713,15.0954058132566,l
6.036794516912682,10.773159603251445,e
-0.6752237014055189,15.889666977449675,n
15.156512817838925,24.23508161004498,a
7.04595426981929,29.707424441002196, 
-2.1515488293546876,18.019147249810363,n
6.172225250969678,29.41789407559676,c
17.1105951487663,19.502393851951336,s
-0.8916377703797247,16.85355575037875, 
7.1693389867196835,10.734118605434128,r
17.796210428691488,20.75522328695321,p
4.850420727082578,15.697033784141178,u
4.521749283112015,8.754515384739232,4
18.753015054307475,20.73087719708154,s
5.078552752894286,30.969788592024532,f
-1.1333074573035171,18.688237763865686,e
19.931892451502296,20.804171796034343,l
0.6145889270480799,18.036755813565566,e
-1.3405637070572545,13.896688362692878,g
22.09200041296855,24.36062624872353,k
3.000479982268425,16.366690717461804,c
6.6985918225407275,10.449265797467135,K
2.5364401594309225,16.5397344054069,s
2.345186771907971,10.382846763550834,1
20.265425313822902,25.367462783488424,l
6.991032627444405,11.090258174417482,l
4.578125564987155,28.717592668077323,g
7.662792263068328,15.614862941098075,}
4.76388778601545,29.312138027426723,l
17.382884206032333,16.326946840359135,g
6.616277163877701,28.99077315425107,u
6.589417007428447,29.388350320185886,.
3.203254091396328,10.34339234884343,5
3.6326179186921217,28.108788114523477, 
3.809631000886183,5.805499925758426,g
4.562692195675531,8.921656703964192,m
22.49449682008113,18.732751503415372,m
6.802508596711341,26.981551113053246,i
5.511859636782007,29.916306674134123,Y
6.000859526609528,7.943916711175463,C
8.33287007616946,30.66909353463978, 
21.453270268374077,24.171936803289785,r
8.53618440345458,10.407030988852046,r
3.9482527039410487,31.858616446953487,s
10.004870998458623,28.552075083534543,o
6.6042025855034705,8.362087768262887,0
22.48075718036592,23.75468385400416,i
21.199869502241675,21.059933122308244,t
1.392256776037823,16.7543790022076,-
5.647289181941305,28.46559115589114, 
-0.5487418138089479,11.70791532674242,v
0.6608940333188426,17.29782665874705,m
18.478275483967444,21.33794715003142,i
2.999141241091725,10.728632493253189,7
5.790097480767525,8.429808726269393,3
7.0361712821294935,11.199945643343026,u
5.2326895746342466,16.946615914800155,n
9.405542816288953,30.594737461157347,:
4.609671020929773,10.602086987221272,{
3.261179055576595,18.64448300107303,r
6.666626966466381,28.8052656913776,r
